code|level|name|nuts0|nuts1|nuts2|pop3|pop2|pop1|pop0|density|fertility|popchange|womenratio|gdppps|gva
RO226|3|Vrancea|RO|RO2|RO22|0.021285495985624906|0.15902679402497724|0.5343680709534369|0.233500663135048|0.0031136530839879447|0.3038961038961039|0.09160302447138528|0.5343680709534369|0.01974865350089767|0.0005173918304186178
RO311|3|Argeş|RO|RO3|RO31|0.03848377907082855|0.1944442840574805|0.554323725055432|0.233500663135048|0.004020219759356385|0.24935064935064935|0.08998136265123874|0.554323725055432|0.03949730700179534|0.001560430113637511
RO312|3|Călăraşi|RO|RO3|RO31|0.01886814366468727|0.1944442840574805|0.501108647450111|0.233500663135048|0.0027102071813370674|0.2883116883116883|0.09156659968553267|0.501108647450111|0.01615798922800718|0.00039522750561681247
RO313|3|Dâmboviţa|RO|RO3|RO31|0.0326023337962433|0.1944442840574805|0.48558758314855877|0.233500663135048|0.005766903196715476|0.19480519480519484|0.09064915039186998|0.48558758314855877|0.026929982046678638|0.0009800525177192502
RO314|3|Giurgiu|RO|RO3|RO31|0.017666568775312797|0.1944442840574805|0.47006651884700656|0.233500663135048|0.003621520279089636|0.22337662337662337|0.09211069492420608|0.47006651884700656|0.012567324955116699|0.000311285079169678
RO315|3|Ialomiţa|RO|RO3|RO31|0.016997987420131443|0.1944442840574805|0.49667405764966754|0.233500663135048|0.002748178560410091|0.34285714285714286|0.09212738961772186|0.49667405764966754|0.02333931777378815|0.00044179597140442156
RO316|3|Prahova|RO|RO3|RO31|0.04764972814409608|0.1944442840574805|0.5609756097560978|0.233500663135048|0.007257279825331656|0.23636363636363636|0.08863364557469204|0.5609756097560978|0.0466786355475763|0.002198634336066879
RO317|3|Teleorman|RO|RO3|RO31|0.0221761413882985|0.1944442840574805|0.49667405764966754|0.233500663135048|0.002762417827562475|0.2675324675324675|0.08887875402949193|0.49667405764966754|0.01974865350089767|0.0005239063075704787
RO321|3|Bucureşti|RO|RO3|RO32|0.12144487638313017|0.15365119817357964|0.7893569844789357|0.233500663135048|0.37582647079763626|0.20000000000000004|0.09520148977374136|0.7893569844789357|0.1382405745062837|0.014040322624832615
RO322|3|Ilfov|RO|RO3|RO32|0.03220638815746903|0.15365119817357964|0.5476718403547671|0.233500663135048|0.014875287751857038|0.1818181818181818|0.10341679668291616|0.5476718403547671|0.05565529622980252|0.0015750834305138606
RO411|3|Dolj|RO|RO4|RO41|0.04152299036516793|0.1278800217020154|0.5476718403547671|0.233500663135048|0.004039205448892897|0.23896103896103896|0.09034636935947013|0.5476718403547671|0.03052064631956912|0.0013482277460258785
RO412|3|Gorj|RO|RO4|RO41|0.020938462840276156|0.1278800217020154|0.48558758314855877|0.233500663135048|0.0026579965351116596|0.1792207792207792|0.09107562392622766|0.48558758314855877|0.04308797127468582|0.000866214328116765
RO413|3|Mehedinţi|RO|RO4|RO41|0.01601190624331145|0.1278800217020154|0.5077605321507759|0.233500663135048|0.002335239812990958|0.20519480519480524|0.09161516606666949|0.5077605321507759|0.02333931777378815|0.00041285371248457587
RO414|3|Olt|RO|RO4|RO41|0.026174488849511127|0.1278800217020154|0.501108647450111|0.233500663135048|0.0034553954956451573|0.2519480519480519|0.0895844842553863|0.501108647450111|0.02154398563734291|0.000679586306250284
RO415|3|Vâlcea|RO|RO4|RO41|0.023232438871827035|0.1278800217020154|0.5299334811529934|0.233500663135048|0.002876331964781546|0.2571428571428571|0.0920674404910061|0.5299334811529934|0.02872531418312388|0.0007244657073921414
RO421|3|Arad|RO|RO4|RO42|0.02770312041134279|0.11796571811603943|0.5631929046563193|0.233500663135048|0.0025156038635878205|0.24935064935064935|0.09312148273161609|0.5631929046563193|0.0466786355475763|0.00121525817501244
RO422|3|Caraş-Severin|RO|RO4|RO42|0.018004907841097446|0.11796571811603943|0.5476718403547671|0.233500663135048|0.0014713909390796688|0.22857142857142856|0.09157646473170108|0.5476718403547671|0.03231597845601436|0.0005862620792002344
RO423|3|Hunedoara|RO|RO4|RO42|0.02546157432525481|0.11796571811603943|0.5365853658536583|0.233500663135048|0.0025393359755084607|0.3038961038961039|0.09065218579069102|0.5365853658536583|0.03231597845601436|0.0008576804652089954
RO424|3|Timiş|RO|RO4|RO42|0.0467963146394031|0.11796571811603943|0.580931263858093|0.233500663135048|0.0037971379073023707|0.1792207792207792|0.09715856316361406|0.580931263858093|0.06104129263913824|0.0025746112722433
RS110|3|City of Belgrade|RS|RS1|RS11|0.11228768775644632|0.11228768775644632|0.7139689578713966|0.08345765621664328|0.025341149108859203|0.187012987012987|0.09704170030900358|0.7139689578713966|0.04308797127468582|0.004425625207023223
RS121|3|Zapadnobačka oblast|RS|RS1|RS12|0.011422494105779075|0.12323771504988312|0.5454545454545456|0.08345765621664328|0.003294017134584807|0.14545454545454548|0.09274736982692154|0.5454545454545456|0.012567324955116699|0.00016266782257714889
RS122|3|Južnobanatska oblast|RS|RS1|RS12|0.01847372446736319|0.12323771504988312|0.5232815964523281|0.08345765621664328|0.0031231459287562|0.1818181818181818|0.09301752032199509|0.5232815964523281|0.01615798922800718|0.0003367845067248968
RS123|3|Južnobačka oblast|RS|RS1|RS12|0.04105324460062817|0.12323771504988312|0.6141906873614189|0.08345765621664328|0.0074091653416237515|0.1818181818181818|0.09470823746532056|0.6141906873614189|0.02872531418312388|0.0011504948051880343
RS124|3|Severnobanatska oblast|RS|RS1|RS12|0.009038126193569368|0.12323771504988312|0.5476718403547671|0.08345765621664328|0.002771910672330731|0.1688311688311688|0.09330588320999494|0.5476718403547671|0.012567324955116699|0.00011706307714185376
RS125|3|Severnobačka oblast|RS|RS1|RS12|0.011870006918761791|0.12323771504988312|0.607538802660754|0.08345765621664328|0.004746422384127963|0.187012987012987|0.09362156468738426|0.607538802660754|0.01615798922800718|0.00020420655352246922
RS126|3|Srednjobanatska oblast|RS|RS1|RS12|0.01159650843110025|0.12323771504988312|0.5343680709534369|0.08345765621664328|0.0025583216650449728|0.20259740259740264|0.0930683632522477|0.5343680709534369|0.01436265709156194|0.00018495257870980805
RS127|3|Sremska oblast|RS|RS1|RS12|0.019784008534798718|0.12323771504988312|0.5121951219512197|0.08345765621664328|0.004096162517502432|0.19480519480519484|0.09296515969233196|0.5121951219512197|0.01795332136445242|0.0003892578880280974
RS211|3|Zlatiborska oblast|RS|RS2|RS21|0.01772178613559778|0.12721601967118462|0.4900221729490022|0.08345765621664328|0.0020219759356385125|0.20519480519480524|0.0923466971825428|0.4900221729490022|0.012567324955116699|0.00027895106946925033
HR033|3|Zadarska županija|HR|HR0|HR03|0.011151783032939611|0.0911930633191142|0.5210643015521061|0.0486602478753076|0.002154875762394096|0.18961038961038965|0.09421574400660501|0.5210643015521061|0.04847396768402154|0.0004133985720477216
HR034|3|Šibensko-kninska županija|HR|HR0|HR03|0.0066124116281655|0.0911930633191142|0.5232815964523281|0.0486602478753076|0.0015520801196098441|0.1792207792207792|0.09361549388974216|0.5232815964523281|0.04308797127468582|0.0002212163880094241
HR035|3|Splitsko-dalmatinska županija|HR|HR0|HR03|0.02971410747143315|0.0911930633191142|0.5609756097560978|0.0486602478753076|0.004656240358829532|0.19220779220779224|0.09359500494770007|0.5609756097560978|0.04308797127468582|0.001105703943725188
HR036|3|Istarska županija|HR|HR0|HR03|0.013872100798229328|0.0911930633191142|0.5299334811529934|0.0486602478753076|0.0034743811851816694|0.14025974025974028|0.09495031052129939|0.5299334811529934|0.08078994614003591|0.0008168330248344163
HR037|3|Dubrovačko-neretvanska županija|HR|HR0|HR03|0.008058681718706705|0.0911930633191142|0.5454545454545456|0.0486602478753076|0.003218074376438759|0.21298701298701303|0.09449727724725751|0.5454545454545456|0.06463195691202873|0.00037419592647938845
HR050|3|Grad Zagreb|HR|HR0|HR05||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR065|3|Zagrebačka županija|HR|HR0|HR06||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR064|3|Krapinsko-zagorska županija|HR|HR0|HR06||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR062|3|Varaždinska županija|HR|HR0|HR06||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR063|3|Koprivničko-križevačka županija|HR|HR0|HR06||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR061|3|Međimurska županija|HR|HR0|HR06||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR021|3|Bjelovarsko-bilogorska županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR022|3|Virovitičko-podravska županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR023|3|Požeško-slavonska županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR024|3|Brodsko-posavska županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR025|3|Osječko-baranjska županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR026|3|Vukovarsko-srijemska županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR027|3|Karlovačka županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HR028|3|Sisačko-moslavačka županija|HR|HR0|HR02||6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HU110|3|Budapest|HU|HU1|HU11|0.11629406562702731|0.11629406562702731|0.7649667405764966|0.11730874966490756|0.16290196264565585|0.1116883116883117|0.09635797672456183|0.7649667405764966|0.14721723518850988|0.013288171240888132
HU120|3|Pest|HU|HU1|HU12|0.08487512215679541|0.08487512215679541|0.6031042128603101|0.11730874966490756|0.009540308992097207|0.21038961038961043|0.10732942576325102|0.6031042128603101|0.04847396768402154|0.0036553981070713815
HU211|3|Fejér|HU|HU2|HU21|0.027722366847019043|0.07023203569218313|0.5898004434589799|0.11730874966490756|0.004551819066378717|0.187012987012987|0.09519617782580451|0.5898004434589799|0.06822262118491922|0.0015721990802014584
HU212|3|Komárom-Esztergom|HU|HU2|HU21|0.01985754319248593|0.07023203569218313|0.6252771618625277|0.11730874966490756|0.006326981038042575|0.19480519480519484|0.09575165581005687|0.6252771618625277|0.06463195691202873|0.0010599425511654886
HU213|3|Veszprém|HU|HU2|HU21|0.022652258386717306|0.07023203569218313|0.6053215077605321|0.11730874966490756|0.003811377174454755|0.18961038961038965|0.09433943650856284|0.6053215077605321|0.04488330341113106|0.0008948024283205661
HU221|3|Győr-Moson-Sopron|HU|HU2|HU22|0.03100302135856608|0.06565981261272023|0.5720620842572062|0.11730874966490756|0.005249543156845528|0.1766233766233766|0.09869068071853959|0.5720620842572062|0.08617594254937164|0.0021066790686692333
HU222|3|Vas|HU|HU2|HU22|0.01682749054684765|0.06565981261272023|0.6208425720620843|0.11730874966490756|0.003545577520943589|0.174025974025974|0.09460806930422587|0.6208425720620843|0.06104129263913824|0.0008479581273791144
HU223|3|Zala|HU|HU2|HU22|0.01782943344134566|0.06565981261272023|0.6452328159645233|0.11730874966490756|0.003393692004651494|0.18961038961038965|0.09291431676207935|0.6452328159645233|0.0466786355475763|0.0007305102431707889
HU231|3|Baranya|HU|HU2|HU23|0.023938915795184743|0.058376231315610025|0.6984478935698444|0.11730874966490756|0.003863587820680163|0.1844155844155844|0.09213194271595344|0.6984478935698444|0.03770197486535009|0.0008444471885690942
HU232|3|Somogy|HU|HU2|HU23|0.020005010709977785|0.058376231315610025|0.6718403547671843|0.11730874966490756|0.0024396611054417735|0.21558441558441563|0.09262064192614267|0.6718403547671843|0.03770197486535009|0.0006873130959301439
HU233|3|Tolna|HU|HU2|HU23|0.014432437544486643|0.058376231315610025|0.638580931263858|0.11730874966490756|0.002786149939483115|0.22077922077922077|0.09301448492317405|0.638580931263858|0.04488330341113106|0.0005524875970297404
HU311|3|Borsod-Abaúj-Zemplén|HU|HU3|HU31|0.042637358990823104|0.07475322253359416|0.6563192904656321|0.11730874966490756|0.004200583809953248|0.3012987012987013|0.09004358832707028|0.6563192904656321|0.04488330341113106|0.0017559052926605706
HU312|3|Heves|HU|HU3|HU31|0.019552387636487926|0.07475322253359416|0.687361419068736|0.11730874966490756|0.0038683342430642907|0.23376623376623376|0.09352367307540536|0.687361419068736|0.04308797127468582|0.000755165138403132
HU313|3|Nógrád|HU|HU3|HU31|0.012563608640322278|0.07475322253359416|0.6319290465631926|0.11730874966490756|0.0034933668747181815|0.23376623376623376|0.09318219070803711|0.6319290465631926|0.02154398563734291|0.0002618731275369023
HU321|3|Hajdú-Bihar|HU|HU3|HU32|0.035041122664503106|0.09629595708708515|0.6230598669623062|0.11730874966490756|0.004058191138429409|0.23376623376623376|0.09254323925620586|0.6230598669623062|0.04308797127468582|0.0013711050369334587
HU322|3|Jász-Nagykun-Szolnok|HU|HU3|HU32|0.02455632817827509|0.09629595708708515|0.6097560975609755|0.11730874966490756|0.003161117307829224|0.23116883116883116|0.09346220624927908|0.6097560975609755|0.03770197486535009|0.0008582832161007254
HU323|3|Szabolcs-Szatmár-Bereg|HU|HU3|HU32|0.036698638978346104|0.09629595708708515|0.583148558758315|0.11730874966490756|0.004442651351543774|0.23896103896103896|0.09032588041742803|0.583148558758315|0.03052064631956912|0.0011107336785674768
HU331|3|Bács-Kiskun|HU|HU3|HU33|0.033437430003534045|0.08210277264816022|0.638580931263858|0.11730874966490756|0.0028051356290196266|0.24155844155844156|0.09307291635047928|0.638580931263858|0.0466786355475763|0.0014094937985293433
HU332|3|Békés|HU|HU3|HU33|0.02218417179766687|0.08210277264816022|0.6496674057649667|0.11730874966490756|0.0028003892066354986|0.19480519480519484|0.09156735853523794|0.6496674057649667|0.03231597845601436|0.0007050142209878398
HU333|3|Csongrád|HU|HU3|HU33|0.026481303580998462|0.08210277264816022|0.687361419068736|0.11730874966490756|0.004471129885848541|0.15064935064935067|0.09349104253807906|0.687361419068736|0.04488330341113106|0.0010586927795425232
IE041|3|Border|IE|IE0|IE04|0.026940165154328212|0.057603121904600735|0.46341463414634165|0.05863838318811808|0.0016422621449082755|0.3142857142857143|0.09825965408595035|0.46341463414634165|0.13285457809694795|0.0029898725829225264
IE042|3|West|IE|IE0|IE04|0.030663023117292094|0.057603121904600735|0.4789356984478934|0.05863838318811808|0.0015283480076892044|0.2649350649350649|0.09945787777056025|0.4789356984478934|0.15619389587073607|0.003918939867020418
IE051|3|Mid-West|IE|IE0|IE05|0.032132588031703525|0.10780539198850524|0.45454545454545436|0.05863838318811808|0.0022023399862353753|0.3064935064935065|0.0972716317696982|0.45454545454545436|0.14391992583987517|0.010071491969965738
IE052|3|South-East|IE|IE0|IE05|0.028821072856054914|0.10780539198850524|0.4833702882483373|0.05863838318811808|0.0028003892066354986|0.2883116883116883|0.09884624490811847|0.4833702882483373|0.21903052064631956|0.005083720208879678
IE053|3|South-West|IE|IE0|IE05|0.04685186383478594|0.10780539198850524|0.48780487804878025|0.05863838318811808|0.0026817286470322992|0.2545454545454545|0.10195601100028531|0.48780487804878025|0.14391992583987517|0.010071491969965738
IE061|3|Dublin|IE|IE0|IE06|0.09209134092903873|0.16007147728008045|0.554323725055432|0.05863838318811808|0.07053183662814154|0.20000000000000004|0.11463942497404733|0.554323725055432|0.5403949730700179|0.03899320495763222
IE062|3|Mid-East|IE|IE0|IE06|0.0477938109435897|0.16007147728008045|0.4767184035476715|0.05863838318811808|0.0048840686332676745|0.2857142857142857|0.10331511082241095|0.4767184035476715|0.2154398563734291|0.008283431831058693
IE063|3|Midland|IE|IE0|IE06|0.02018645814149117|0.16007147728008045|0.4390243902439026|0.05863838318811808|0.0021358900728575838|0.2961038961038961|0.09766471591702433|0.4390243902439026|0.13285457809694795|0.002218511494004888
IS001|3|Höfuðborgarsvæði|IS|IS0|IS00|0.015147077611251865|0.023692495051509107|0.3858093126385811|0.0038395974202959033|0.010280750884021169|0.24675324675324675|0.09878250153287639|0.3858093126385811|0.14391992583987517|0.010071491969965738
IS002|3|Landsbyggð|IS|IS0|IS00|0.008545483807276811|0.023692495051509107|0.28159645232815955|0.0038395974202959033|0.0|0.23116883116883116|0.09654161835323542|0.28159645232815955|0.14391992583987517|0.010071491969965738
ITC11|3|Torino|IT|ITC|ITC1|0.14857345750602696|0.28727402444629163|0.6008869179600886|0.7203867615938067|0.015781854427225482|0.12467532467532469|0.08713871165532439|0.6008869179600886|0.18491921005385997|0.022433948897165254
ITC12|3|Vercelli|IT|ITC|ITC1|0.011315178635129059|0.28727402444629163|0.5875831485587579|0.7203867615938067|0.003873080665448419|0.1272727272727273|0.0933620380881844|0.5875831485587579|0.15439856373429084|0.0013958654987061613
ITC13|3|Biella|IT|ITC|ITC1|0.011636925946020385|0.28727402444629163|0.6297117516629711|0.7203867615938067|0.009174834468519353|0.10129870129870125|0.0932967770135318|0.6297117516629711|0.15080789946140039|0.00140039464382481
ITC14|3|Verbano-Cusio-Ossola|IT|ITC|ITC1|0.01043813847146799|0.28727402444629163|0.5853658536585364|0.7203867615938067|0.003417424116572134|0.09090909090909086|0.09380672401546838|0.5853658536585364|0.13464991023339318|0.0011316086105804964
ITC15|3|Novara|IT|ITC|ITC1|0.024275330217401768|0.28727402444629163|0.5742793791574281|0.7203867615938067|0.013380164700856729|0.14285714285714288|0.09398353599679461|0.5742793791574281|0.1651705565529623|0.0032643592093462514
ITC16|3|Cuneo|IT|ITC|ITC1|0.03897164303171182|0.28727402444629163|0.5121951219512197|0.7203867615938067|0.003991741225051617|0.1662337662337662|0.09331271285734231|0.5121951219512197|0.18312387791741475|0.005727430918269087
ITC17|3|Asti|IT|ITC|ITC1|0.014169690513995975|0.28727402444629163|0.5454545454545456|0.7203867615938067|0.006720934095925196|0.11948051948051949|0.09347586554397382|0.5454545454545456|0.1400359066427289|0.0016093482862911859
ITC18|3|Alessandria|IT|ITC|ITC1|0.027894124693674728|0.28727402444629163|0.580931263858093|0.7203867615938067|0.005615017680423381|0.1142857142857143|0.09222831662852181|0.580931263858093|0.1615798922800718|0.0036548532475082357
ITC20|3|Valle d’Aosta/Vallée d’Aoste|IT|ITC|ITC2|0.008339281477462589|0.008339281477462589|0.5498891352549891|0.7203867615938067|0.0017799083940479863|0.1558441558441558|0.09401464883471038|0.5498891352549891|0.21723518850987433|0.0014023016522958197
ITC31|3|Imperia|IT|ITC|ITC3|0.013935945871058836|0.10173938003248666|0.6119733924611974|0.7203867615938067|0.00874291003156371|0.1142857142857143|0.09406852716378404|0.6119733924611974|0.13105924596050272|0.0014910456536431757
ITC32|3|Savona|IT|ITC|ITC3|0.01816684336885628|0.10173938003248666|0.638580931263858|0.7203867615938067|0.008443885421363647|0.1116883116883117|0.09309644069134243|0.638580931263858|0.15619389587073607|0.002316371676918126
ITC33|3|Genova|IT|ITC|ITC3|0.05516247475979287|0.10173938003248666|0.6762749445676273|0.7203867615938067|0.02179082516553148|0.1142857142857143|0.09155521693995373|0.6762749445676273|0.20107719928186718|0.009021958320552262
ITC34|3|La Spezia|IT|ITC|ITC3|0.01447431513383739|0.10173938003248666|0.6097560975609755|0.7203867615938067|0.01181859173647863|0.11948051948051949|0.09415351833077347|0.6097560975609755|0.16876122082585276|0.0019517584680055619
ITC41|3|Varese|IT|ITC|ITC4|0.05874051988604783|0.6643892160229895|0.5698447893569842|0.7203867615938067|0.03890167786031279|0.14805194805194807|0.09460351620599429|0.5698447893569842|0.1651705565529623|0.007945417984944449
ITC42|3|Como|IT|ITC|ITC4|0.039674735237071296|0.6643892160229895|0.5321507760532149|0.7203867615938067|0.02437287894249709|0.13766233766233768|0.09434778385532074|0.5321507760532149|0.1615798922800718|0.005213321866718423
ITC43|3|Lecco|IT|ITC|ITC4|0.022269785252916417|0.6643892160229895|0.5121951219512197|0.7203867615938067|0.02172912167453782|0.14805194805194807|0.09290065746738463|0.5121951219512197|0.1741472172351885|0.003127327029215108
ITC44|3|Sondrio|IT|ITC|ITC4|0.011991259463522197|0.6643892160229895|0.5343680709534369|0.7203867615938067|0.0026627429574957876|0.1636363636363636|0.09418766656751029|0.5343680709534369|0.16337522441651708|0.0015549985448674024
ITC46|3|Bergamo|IT|ITC|ITC4|0.07347890939076736|0.6643892160229895|0.48558758314855877|0.7203867615938067|0.019427106818235756|0.15324675324675327|0.09711910297894039|0.48558758314855877|0.1867145421903052|0.011055885016052466
ITC47|3|Brescia|IT|ITC|ITC4|0.08325211669313053|0.6643892160229895|0.5121951219512197|0.7203867615938067|0.013176068538339226|0.1558441558441558|0.09711682642982461|0.5121951219512197|0.1903052064631957|0.012819561368232401
ITC48|3|Pavia|IT|ITC|ITC4|0.035952209109205276|0.6643892160229895|0.5521064301552105|0.7203867615938067|0.008818852789709756|0.13506493506493508|0.09448058255374173|0.5521064301552105|0.1364452423698384|0.004034552255575396
ITC49|3|Lodi|IT|ITC|ITC4|0.015061995092158902|0.6643892160229895|0.5077605321507759|0.7203867615938067|0.014187056506158483|0.15324675324675327|0.09474997419911001|0.5077605321507759|0.14721723518850988|0.001800934530182293
ITC4A|3|Cremona|IT|ITC|ITC4|0.023636680388047965|0.6643892160229895|0.5166297117516632|0.7203867615938067|0.009701687353157558|0.13766233766233768|0.09475756269616263|0.5166297117516632|0.17953321364452424|0.0034109264318324447
ITC4B|3|Mantova|IT|ITC|ITC4|0.0270679216670068|0.6643892160229895|0.5277161862527715|0.7203867615938067|0.008562545980966845|0.15064935064935067|0.0948235826205205|0.5277161862527715|0.17953321364452424|0.003933923505006925
TR510|3|Ankara|TR|TR5|TR51|0.365283146593132|0.365283146593132|0.4900221729490022|0.9877642711115163|0.010418397133160881|0.22597402597402597|0.13916241204931915|0.4900221729490022|0.06463195691202873|0.020970909025067767
TR521|3|Konya|TR|TR5|TR52|0.14637976204105133|0.16309847704281835|0.48558758314855877|0.9877642711115163|0.00258680019934974|0.33246753246753247|0.11374170577272147|0.48558758314855877|0.03052064631956912|0.004763288299793692
TR522|3|Karaman|TR|TR5|TR52|0.016718781368786597|0.16309847704281835|0.4501108647450114|0.9877642711115163|0.0012815340437145504|0.2987012987012987|0.09839852358201343|0.4501108647450114|0.03949730700179534|0.0005875935797576717
TR611|3|Antalya|TR|TR6|TR61|0.1610300825107971|0.20823946548002437|0.419068736141907|0.9877642711115163|0.0055153428103566935|0.2519480519480519|0.14143972001481273|0.419068736141907|0.04488330341113106|0.006711535828989234
TR612|3|Isparta|TR|TR6|TR61|0.029295265210906096|0.20823946548002437|0.4722838137472285|0.9877642711115163|0.0024396611054417735|0.21558441558441563|0.10017499074203358|0.4722838137472285|0.03052064631956912|0.0009121391785454082
TR613|3|Burdur|TR|TR6|TR61|0.01791425049236033|0.20823946548002437|0.4434589800443456|0.9877642711115163|0.0017846548164321143|0.20259740259740264|0.09832719170971872|0.4434589800443456|0.03411131059245961|0.0005776090282630268
TR621|3|Adana|TR|TR6|TR62|0.14734314569717724|0.26776397896829146|0.46563192904656314|0.9877642711115163|0.007651232883214277|0.34805194805194806|0.09719119370094036|0.46563192904656314|0.026929982046678638|0.004416829130450689
TR622|3|Mersin|TR|TR6|TR62|0.12042089963813384|0.26776397896829146|0.4611973392461197|0.9877642711115163|0.005539074922277333|0.3220779220779221|0.11000588867371283|0.4611973392461197|0.03231597845601436|0.0040112833468568055
TR631|3|Hatay|TR|TR6|TR63|0.10684141102920315|0.218289290519969|0.42793791574279383|0.9877642711115163|0.013365925433704344|0.4415584415584416|0.1207003575699811|0.42793791574279383|0.02333931777378815|0.0029109973504126466
TR632|3|Kahramanmaraş|TR|TR6|TR63|0.07598041509252393|0.218289290519969|0.3902439024390245|0.9877642711115163|0.0037022094596198115|0.4155844155844156|0.1074948549989983|0.3902439024390245|0.02154398563734291|0.0018858202447481235
UKG31|3|Birmingham|UK|UKG|UKG3|0.0762466132080324|0.19434772004400133|0.49667405764966754|0.8027002138505838|0.20286683912001327|0.2701298701298701|0.09904278698178152|0.49667405764966754|0.14391992583987517|0.010071491969965738
UKG32|3|Solihull|UK|UKG|UKG3|0.014272625761354152|0.19434772004400133|0.5720620842572062|0.8027002138505838|0.05715641834966893|0.2649350649350649|0.09514912914407823|0.5720620842572062|0.14391992583987517|0.010071491969965738
UKG33|3|Coventry|UK|UKG|UKG3|0.02452009178558807|0.19434772004400133|0.3880266075388026|0.8027002138505838|0.17560338894558228|0.1818181818181818|0.0990617582244131|0.3880266075388026|0.14391992583987517|0.010071491969965738
UKG36|3|Dudley|UK|UKG|UKG3|0.021258750076736867|0.19434772004400133|0.5410199556541018|0.8027002138505838|0.15485677670455894|0.2727272727272728|0.09511877515586772|0.5410199556541018|0.14391992583987517|0.010071491969965738
UKG37|3|Sandwell|UK|UKG|UKG3|0.02181981686020949|0.19434772004400133|0.48780487804878025|0.8027002138505838|0.18082445356812304|0.3220779220779221|0.09597855187193044|0.48780487804878025|0.14391992583987517|0.010071491969965738
UKG38|3|Walsall|UK|UKG|UKG3|0.018825934240238658|0.19434772004400133|0.5277161862527715|0.8027002138505838|0.12899352113344567|0.31948051948051936|0.09576835050357266|0.5277161862527715|0.14391992583987517|0.010071491969965738
UKG39|3|Wolverhampton|UK|UKG|UKG3|0.01740428631395914|0.19434772004400133|0.48558758314855877|0.8027002138505838|0.17976600137646248|0.2883116883116883|0.09567045889159376|0.48558758314855877|0.14391992583987517|0.010071491969965738
UKH11|3|Peterborough|UK|UKH|UKH1|0.013392864549890577|0.1673561868165234|0.43237250554323725|0.8027002138505838|0.027733345990459693|0.34805194805194806|0.09586168901731998|0.43237250554323725|0.14391992583987517|0.010071491969965738
UKH12|3|Cambridgeshire CC|UK|UKH|UKH1|0.04336507336044426|0.1673561868165234|0.44789356984478945|0.8027002138505838|0.010095640411040179|0.24415584415584415|0.09686640602708789|0.44789356984478945|0.14391992583987517|0.010071491969965738
UKH14|3|Suffolk|UK|UKH|UKH1|0.05047032647596104|0.1673561868165234|0.501108647450111|0.8027002138505838|0.009421648432494009|0.2597402597402597|0.09625932626287767|0.501108647450111|0.14391992583987517|0.010071491969965738
UKH15|3|Norwich and East Norfolk|UK|UKH|UKH1|0.024610417299227322|0.1673561868165234|0.5121951219512197|0.8027002138505838|0.02286826304672853|0.20259740259740264|0.09559988586900432|0.5121951219512197|0.14391992583987517|0.010071491969965738
UKH16|3|North and West Norfolk|UK|UKH|UKH1|0.017092095853886373|0.1673561868165234|0.554323725055432|0.8027002138505838|0.005021714882407385|0.2545454545454545|0.0949358923768994|0.554323725055432|0.14391992583987517|0.010071491969965738
UKH17|3|Breckland and South Norfolk|UK|UKH|UKH1|0.0184257411122117|0.1673561868165234|0.5210643015521061|0.8027002138505838|0.005861831644398035|0.2597402597402597|0.09656514269409856|0.5210643015521061|0.14391992583987517|0.010071491969965738
RS212|3|Kolubarska oblast|RS|RS2|RS21|0.01081039108425459|0.12721601967118462|0.48115299334811534|0.08345765621664328|0.003085174549683176|0.174025974025974|0.0932520048809213|0.48115299334811534|0.012567324955116699|0.00014373735813010547
